,QLD_QQQ_SMA200,QQQ_BH,SPY_BH
2017-05-19,2690.9911604288154,2331.137778579804,2141.305472225095
2017-05-22,2736.505548241492,2350.6270865289152,2152.477500775835
2017-05-23,2741.0193718262203,2353.1534783000966,2157.132512671976
2017-05-24,2766.597705473014,2363.980871605158,2161.8909692769207
2017-05-25,2812.488245251084,2384.0115492195227,2172.442329574841
2017-05-26,2822.2681963513287,2388.162049986463,2172.3388848660375
2017-05-30,2827.910475832239,2390.3275286474754,2170.5803248163847
2017-05-31,2824.1489561782987,2389.4252458720534,2169.545877728353
2017-06-01,2848.974985894304,2398.8089867364406,2186.5108099720687
2017-06-02,2910.6639082189236,2426.057926554179,2194.062273714698
2017-06-05,2910.2877562535296,2425.6970134440103,2192.510603082651
2017-06-06,2888.84709422607,2415.952359469455,2185.993586428053
2017-06-07,2909.535452322742,2425.516556888926,2189.821040653769
2017-06-08,2916.3061876998345,2428.042948660108,2190.3382641977846
2017-06-09,2771.487681023137,2367.2290895966776,2188.476259439328
2017-06-12,2739.138611999251,2354.597130740772,2186.9245888072805
2017-06-13,2783.5245439157457,2373.725525579715,2197.0621702699887
2017-06-14,2758.69851419974,2363.439501939906,2195.096720802729
2017-06-15,2732.7440285875527,2352.973021745013,2190.648598324194
2017-06-16,2712.8079744216698,2342.686998105204,2191.165821868209
2017-06-19,2800.075230393082,2381.846070558511,2209.372090617563
2017-06-20,2757.1939063381637,2363.259045384822,2194.9932760939255
2017-06-21,2810.983637389508,2386.5379409907046,2193.855384297091
2017-06-22,2808.7267255971437,2385.9965713254514,2192.924381917863
2017-06-23,2829.4150836938156,2395.0193990796697,2195.820833764351
2017-06-26,2804.212902012416,2383.831092664439,2196.751836143579
2017-06-27,2702.275719390637,2340.701975999277,2179.68345919106
2017-06-28,2777.8822644348347,2374.4473518000527,2198.7172856108386
2017-06-29,2682.3396652247543,2333.1228006857327,2179.890348608666
2017-06-30,2678.954297536208,2334.0250834611547,2183.5109134167765
2017-07-03,2627.797630242621,2309.4829919696817,2188.269370021721
2017-07-05,2678.954297536208,2332.220517910311,2192.0968242474373
2017-07-06,2629.678390069591,2311.10710096544,2172.545774283643
2017-07-07,2684.596577017118,2336.0101055670825,2186.3039205544605
2017-07-10,2721.835621591126,2351.348912749254,2188.57970414813
2017-07-11,2736.5055482414928,2358.0258052873746,2187.0280335160824
2017-07-12,2802.70829415084,2385.996571325451,2202.958518671767
2017-07-13,2814.369005078055,2391.2298114228975,2207.199751732696
2017-07-14,2857.250329132973,2409.9972931516713,2217.1304437777976
2017-07-17,2860.2595448561246,2411.2604890372622,2217.1304437777976
2017-07-18,2899.379349257103,2427.32112243977,2218.5786697010417
2017-07-19,2932.8568741771705,2441.5771902914353,2230.1644770869943
2017-07-20,2940.003761519657,2444.8254082829535,2230.8885900486166
2017-07-21,2935.866089900323,2443.7426689524473,2229.02658529016
2017-07-24,2961.82057551251,2454.9309753676775,2228.6128064549475
2017-07-25,2949.4075606545075,2448.6149959397244,2233.8884866039075
2017-07-26,2967.462854993421,2456.7355409185207,2234.3022654391207
2017-07-27,2932.856874177171,2441.216277181266,2232.64715009827
2017-07-28,2924.957682903896,2439.2312550753372,2229.5438088341753
2017-07-31,2898.627045326315,2428.7647748804443,2228.612806454947
2017-08-01,2911.416212149712,2434.3589280880597,2233.2678183510884
2017-08-02,2927.214594696261,2441.0358206261817,2234.30226543912
2017-08-03,2907.654692495772,2431.4716232067103,2230.3713665046007
2017-08-04,2915.177731803652,2435.9830370838195,2234.095376021514
2017-08-07,2950.159864585296,2451.32184426599,2238.129719664837
2017-08-08,2941.8845213466275,2447.17134349905,2232.95748422468
2017-08-09,2933.6091781079595,2443.9231255075315,2232.95748422468
2017-08-10,2806.8459657701746,2391.590724533066,2201.3034033309173
2017-08-11,2848.5988339289106,2409.636380041502,2204.4067445950113
2017-08-14,2922.3246191461385,2440.6749075160124,2226.026688734869
2017-08-15,2926.086138800078,2442.479473066856,2226.337022861278
2017-08-16,2937.370697761899,2446.629973833797,2230.1644770869952
2017-08-17,2817.3782208012067,2396.643508075428,2195.7173890555478
2017-08-18,2809.855181493326,2394.8389425245846,2191.7864901210287
2017-08-21,2806.8459657701746,2391.951637643235,2193.751939588288
2017-08-22,2890.351702087647,2428.403861770276,2215.8891072721613
2017-08-23,2868.534888094794,2419.7419471262265,2208.647977655941
2017-08-24,2853.864961444427,2412.5236849228518,2203.8895210509963
2017-08-25,2839.19503479406,2407.47090138049,2208.130754111925
2017-08-28,2854.993417340609,2414.8696201389484,2208.8548670735468
2017-08-29,2878.690991160432,2424.43381755842,2211.234095376019
2017-08-30,2947.526800827538,2452.9459532617493,2221.578566256334
2017-08-31,3002.444987775065,2479.2926103040654,2233.1643736422866
2017-09-01,3002.068835809671,2475.8639357574625,2237.819385538428
2017-09-05,2946.77449689675,2453.667779482086,2222.716458053169
2017-09-06,2963.701335339481,2461.0664982405456,2229.543808834176
2017-09-07,2978.3712619898483,2466.841108003245,2229.440364125373
2017-09-08,2927.5907466616554,2445.5472345032904,2226.4404675700816
2017-09-11,2990.7842768478504,2473.698457096451,2249.9224164683956
2017-09-12,3007.3349633251873,2479.47306685915,2258.4048825902532
2017-09-13,3015.9864585292494,2482.9017414057535,2259.128995551875
2017-09-14,2979.4997178860294,2468.28476044392,2258.4048825902532
2017-09-15,2998.683468121125,2476.766218532885,2261.8185579807573
2017-09-18,2992.2888847094264,2473.5180005413663,2266.1632357504895
2017-09-19,3002.444987775065,2477.8489578633917,2268.4390193441586
2017-09-20,2984.765845401546,2470.269782549848,2269.47346643219
2017-09-21,2945.6460410005684,2455.111431922762,2263.3702286128046
2017-09-22,2941.13221741584,2452.765496706665,2263.8874521568205
2017-09-25,2879.8194470566145,2426.779752774517,2259.5427743870882
2017-09-26,2893.7370697761935,2433.09573220247,2260.3703320575137
2017-09-27,2945.269889035174,2455.1114319227627,2269.1631323057813
2017-09-28,2942.260673312022,2454.20914914734,2271.852694734663
2017-09-29,2983.637389505364,2471.893891545608,2279.4041584772926
2017-10-02,2988.151213090092,2474.0593702066203,2289.541739940001
2017-10-03,3002.0688358096704,2479.2926103040663,2294.713975380158
2017-10-04,3006.958811359793,2481.8190020752477,2297.5069825178434
2017-10-05,3064.510062065078,2506.0001804565527,2311.1616840798583
2017-10-06,3073.16155726914,2509.428855003155,2309.0927899037956
2017-10-09,3067.5192777882294,2506.5415501218054,2304.8515568428666
2017-10-10,3071.656949407564,2508.346115672649,2310.3341264094333
2017-10-11,3090.088395711871,2515.9252909861916,2314.0581359263465
2017-10-12,3078.4276847846563,2511.2334205539987,2310.644460535843
2017-10-13,3100.9968027082973,2520.978074528554,2313.1271335471183
2017-10-16,3122.0613127703627,2529.6399891726037,2316.954587772834
2017-10-17,3129.208200112849,2532.8882071641224,2318.092479569669
2017-10-18,3122.0613127703623,2529.820445727688,2320.471707872142
2017-10-19,3099.1160428813273,2520.436704863301,2321.609599668977
2017-10-20,3114.9144254278763,2527.2940539565075,2332.9885176373227
2017-10-23,3074.2900131653223,2510.8725074438303,2324.712940933071
2017-10-24,3085.950724092537,2515.0230082107705,2328.333505741181
2017-10-25,3060.748542411138,2505.4588107912996,2317.1614771904415
2017-10-26,3043.4455520030124,2497.5187223675875,2318.609703113685
2017-10-27,3215.347000188079,2570.242714066586,2338.5745319126922
2017-10-30,3232.649990596204,2576.0173238292855,2330.5058446260464
2017-10-31,3255.971412450634,2585.761977803841,2333.505741181338
2017-11-01,3254.8429565544516,2584.8596950284195,2336.9194165718413
2017-11-02,3239.79687793869,2579.9873680411415,2337.9538636598727
2017-11-03,3301.109648297915,2604.7099160876996,2345.5053274025026
2017-11-06,3324.431070152344,2613.5522872868337,2348.815558084203
2017-11-07,3328.1925898062846,2615.1763962825926,2347.7811109961717
2017-11-08,3355.6516832800476,2625.6428764774855,2351.505120513085
2017-11-09,3318.4126387060396,2611.9281782910743,2343.1260991000304
2017-11-10,3319.1649426368276,2611.7477217359897,2342.298541429605
2017-11-13,3326.311829979314,2614.995939727508,2344.5743250232745
2017-11-14,3303.366560090279,2605.431742308036,2339.195200165511
2017-11-15,3269.136731239423,2593.160696562299,2327.092169235543
2017-11-16,3354.147075418471,2626.364702697822,2346.332885072928
2017-11-17,3328.568741771678,2616.439592168182,2340.2296472535427
2017-11-20,3322.9264622907676,2614.2741135071697,2343.9536567704563
2017-11-21,3393.6430317848435,2642.6057926554154,2358.953139546912
2017-11-22,3403.046830919694,2645.854010646934,2357.7118030412744
2017-11-24,3427.8728606356995,2655.598664621489,2362.987483190235
2017-11-27,3424.111340981759,2654.335468735899,2361.642701975794
2017-11-28,3441.414331389884,2661.192817829105,2385.2280955829106
2017-11-29,3323.3026142561625,2614.815483172424,2384.4005379124856
2017-11-30,3376.7161933421125,2636.8311828927162,2403.7446984586736
2017-12-01,3348.1286439721666,2625.4624199224013,2400.0206889417605
2017-12-04,3271.0174910663927,2595.326175223313,2396.9173476776664
2017-12-05,3271.7697949971803,2596.950284219072,2388.6417709734146
2017-12-06,3301.485800263308,2608.679960299555,2388.952105099824
2017-12-07,3324.8072221177376,2617.5223314986893,2396.2966794248473
2017-12-08,3354.1470754184706,2629.0715510240884,2409.3307127340436
2017-12-11,3406.0560466428456,2649.463141748621,2417.089065894279
2017-12-12,3396.276095542601,2645.8540106469345,2421.3302989552085
2017-12-13,3408.31295843521,2651.0872507443805,2420.7096307023894
2017-12-14,3403.4229828850875,2649.1022286384527,2411.1927174925004
2017-12-15,3477.5249200677094,2679.238473337541,2431.2609910003102
2017-12-18,3537.7092345307524,2701.6150861680026,2446.777697320782
2017-12-19,3497.8371261989864,2685.7349093205785,2437.7780076549084
2017-12-20,3488.80947902953,2682.8476044392282,2436.433226440468
2017-12-21,3489.185630994924,2683.208517549397,2440.4675700837897
2017-12-22,3480.9102877562555,2680.1407561129636,2439.9503465397743
2017-12-26,3443.2950912168535,2665.52377515113,2436.8470052756797
2017-12-27,3443.6712431822475,2665.884688261298,2438.7090100341366
2017-12-28,3450.818130524734,2669.1329062528166,2443.364021930278
2017-12-29,3407.184502539028,2652.7113597401394,2434.9850005172234
2018-01-02,3524.9200677073563,2699.0886943968208,2451.63959863453
2018-01-03,3593.7558773744618,2725.435351439138,2467.156304955002
2018-01-04,3606.9211961632527,2730.127221871331,2477.190441708907
2018-01-05,3678.390069588116,2757.5566182441544,2493.845039826214
2018-01-08,3705.849163061879,2768.2035549941315,2498.5000517223552
2018-01-09,3709.2345307504256,2768.3840115492158,2504.1895107065284
2018-01-10,3688.546172653754,2762.2484886763473,2500.0517223544025
2018-01-11,3739.702839947341,2780.8355138500365,2518.4648805213624
2018-01-12,3791.611811171716,2801.407561129654,2535.326368056275
2018-01-16,3772.804212902015,2793.287016150857,2527.2576807696296
2018-01-17,3851.79612563476,2823.423260849946,2550.532740250337
2018-01-18,3855.5576452887,2823.964630515199,2546.601841315817
2018-01-19,3878.1267632123413,2832.807001714333,2557.670425157754
2018-01-22,3960.8801955990252,2863.1237029685058,2578.462811627186
2018-01-23,4024.826029716008,2886.7635116845577,2583.635047067343
2018-01-24,3975.926274214786,2868.717856176121,2582.6005999793115
2018-01-25,3972.164754560846,2867.093747180362,2584.1522706113583
2018-01-26,4088.771863832992,2909.8619507353555,2613.9443467466635
2018-01-29,4051.15666729359,2895.7863394387755,2596.462190958932
2018-01-30,3987.210833176607,2873.048813498146,2568.945898417296
2018-01-31,4013.5414707541877,2884.9589461337137,2571.5320161373743
2018-02-01,3949.5956366372043,2860.4168546422397,2569.4631219613116
2018-02-02,3787.850291517776,2803.3925832355812,2513.085755663598
2018-02-05,3495.2040624412284,2692.772714968867,2409.123823316437
2018-02-06,3673.123942072599,2764.233510782275,2454.329161063412
2018-02-07,3579.4621026894883,2728.5031128755704,2441.605461880625
2018-02-08,3281.1735941320317,2613.371830731747,2351.29823109548
2018-02-09,3388.753056234721,2658.485969502838,2387.5038791765805
2018-02-12,3512.5070528493534,2705.5851303798577,2420.1924071583744
2018-02-13,3544.1038179424513,2719.660741676438,2426.8128685217753
2018-02-14,3679.8946774496917,2770.549490210228,2459.8117306299787
2018-02-15,3810.4194094414174,2821.979608409272,2489.603806765284
2018-02-16,3784.088771863836,2809.3476495533664,2491.6727009413476
2018-02-20,3791.611811171716,2813.859063430476,2476.052549912073
2018-02-21,3769.0426932480746,2807.00171433727,2462.604737767664
2018-02-22,3772.8042129020146,2806.6408012271013,2465.2943001965455
2018-02-23,3923.264999059623,2864.025985743929,2505.3274025033625
2018-02-26,4028.5875493699486,2901.9218623116453,2535.0160339298654
2018-02-27,3927.026518713563,2866.011007849857,2502.844729492087
2018-02-28,3878.126763212341,2847.6044392312524,2475.7422157856636
2018-03-01,3754.7489185631016,2801.2271045745706,2442.1226854246415
2018-03-02,3821.703968403238,2826.8519353965503,2454.4326057722155
2018-03-05,3900.695881135982,2858.2513759812296,2482.2592324402613
2018-03-06,3934.549558021444,2870.3419651718823,2488.672804386056
2018-03-07,3953.3571562911447,2877.018857710004,2488.672804386056
2018-03-08,3998.495392138428,2892.7185780023437,2499.6379435191893
2018-03-09,4148.9561782960345,2949.021023188665,2542.774387090101
2018-03-12,4186.571374835437,2964.720743481005,2540.8089376228413
2018-03-13,4085.010344179052,2924.2984751421072,2524.154339505535
2018-03-14,4081.2488245251116,2923.757105476854,2510.8099720699297
2018-03-15,4069.964265563291,2921.2307137056728,2508.7410778938665
2018-03-16,4051.15666729359,2912.5687990616234,2511.4306403227483
2018-03-19,3878.1267632123413,2850.311287557518,2478.328333505742
2018-03-20,3900.695881135982,2859.6950284219047,2481.2247853522304
2018-03-21,3863.08068459658,2847.243526121084,2476.362884038482
2018-03-22,3671.24318224563,2777.0459261932665,2415.123616427021
2018-03-23,3476.396464171529,2703.780564829015,2362.987483190236
2018-03-26,3737.8220801203715,2804.2948660110055,2428.2610944450207
2018-03-27,3491.0663908218953,2713.5252188035706,2388.124547429401
2018-03-28,3415.0836938123034,2682.3062347739756,2379.745526016346
2018-03-29,3540.3422982885118,2731.570874312007,2412.537498706943
2018-04-02,3336.844085010347,2652.7113597401403,2358.4359160028985
2018-04-03,3408.3129584352105,2682.4866913290607,2387.814213302992
2018-04-04,3496.708670302805,2724.893981773886,2415.744284679841
2018-04-05,3553.5076170773013,2740.4132455111417,2432.295438088344
2018-04-06,3381.9823208576286,2671.8397545790835,2378.400744801905
2018-04-09,3421.478277224001,2690.6072363078574,2388.7452156822196
2018-04-10,3571.939063381609,2749.9774429306126,2427.7438709010053
2018-04-11,3534.700018807601,2734.0972660831885,2415.1236164270213
2018-04-12,3615.5726913673147,2766.940359108543,2435.191889934831
2018-04-13,3581.719014481853,2752.684291256878,2427.950760318611
2018-04-16,3632.4995298100453,2773.6172516466645,2448.63970207924
2018-04-17,3787.850291517775,2833.348371379589,2473.880211027207
2018-04-18,3802.896370133535,2839.122981142289,2476.1559946208763
2018-04-19,3740.078991912734,2812.956780655056,2462.3978483500578
2018-04-20,3618.581907090466,2768.5644681043023,2442.122685424642
2018-04-23,3599.022004889977,2761.526662456012,2441.295127754216
2018-04-24,3445.928154974611,2703.0587386086786,2409.020378607635
2018-04-25,3456.8365619710376,2706.306956600197,2414.3995034653985
2018-04-26,3596.0127891668258,2763.1507714517716,2438.295231198925
2018-04-27,3602.0312206131302,2764.9553370026147,2441.3985724630193
2018-04-30,3552.0030092157253,2745.2855724984192,2422.67508016965
2018-05-01,3627.6095542599232,2776.6850130830985,2426.60597910417
2018-05-02,3588.8659018243393,2760.2634665704218,2410.1582704044695
2018-05-03,3586.2328380665813,2759.9025534602524,2404.8825902555086
2018-05-04,3721.647545608428,2812.415410989802,2435.398779352437
2018-05-07,3780.327252209896,2835.6943065956843,2444.5019137271133
2018-05-08,3772.804212902015,2832.8070017143345,2444.2950243095065
2018-05-09,3859.31916494264,2863.665072633761,2467.8804179166236
2018-05-10,3938.3110776753842,2893.4404042226815,2491.052032688528
2018-05-11,3930.7880383675038,2890.733555896416,2496.948381090307
2018-05-14,3942.0725973293247,2895.6058828836944,2499.741388227992
2018-05-15,3855.5576452887003,2863.845529188846,2482.1557877314576
2018-05-16,3904.4574007899228,2882.432554362536,2492.396813902969
2018-05-17,3874.3652435584013,2871.4247045023903,2491.155477397331
2018-05-18,3832.9885273650584,2856.4468104303883,2485.0522395779453
2018-05-21,3878.1267632123418,2872.507443832897,2503.465397744905
2018-05-22,3866.842204250521,2868.898312731209,2496.3277128374884
2018-05-23,3930.7880383675038,2893.0794911125136,2503.5688424537084
2018-05-24,3927.0265187135633,2892.1772083370925,2498.706941139961
2018-05-25,3934.5495580214447,2895.0645132184422,2493.017482155788
2018-05-29,3900.6958811359823,2882.252097807452,2464.673631943726
2018-05-30,3953.357156291145,2903.004601642154,2496.431157546292
2018-05-31,3949.595636637205,2901.019579536226,2480.190338264198
2018-06-01,4073.725785217231,2946.67508797257,2505.844626047378
2018-06-04,4145.194658642095,2973.2022015699713,2517.5338781421333
2018-06-05,4171.525296219677,2982.4054858792742,2520.2234405710155
2018-06-06,4220.4250517209,2999.729315167373,2540.8089376228413
2018-06-07,4152.717697949976,2975.367680230984,2540.188269370022
2018-06-08,4148.956178296035,2975.5481367860684,2548.0500672390613
2018-06-11,4171.525296219677,2983.668681764865,2551.3602979207617
2018-06-12,4216.66353206696,2999.368402057205,2554.8774180200685
2018-06-13,4212.902012413018,2999.1879455021203,2546.0846177718013
2018-06-14,4299.416964453643,3029.504646756294,2552.1878555911867
2018-06-15,4269.324807222121,3018.857710006316,2537.0849281059277
2018-06-18,4265.563287568181,3017.233601010557,2533.050584462605
2018-06-19,4239.232649990599,3008.5716863665075,2522.913002999897
2018-06-20,4299.416964453643,3030.046016421547,2527.774904313645
2018-06-21,4224.186571374839,3003.6993593792295,2511.534085031551
2018-06-22,4197.855933797257,2997.022466841109,2516.2925416364956
2018-06-25,4013.5414707541886,2929.531715239557,2482.569566566671
2018-06-26,4047.3951476396505,2941.4418478751245,2487.224578462812
2018-06-27,3938.3110776753847,2901.380492646396,2470.8803144719154
2018-06-28,4006.018431446308,2926.463953803122,2481.017895934624
2018-06-29,4017.3029904081286,2934.22358567175,2485.0522395779462
2018-07-02,4077.4873048711725,2953.893350175945,2489.6038067652844
2018-07-03,3983.4493135226676,2919.7870612650004,2480.811006517017
2018-07-05,4081.2488245251125,2955.878372281873,2500.3620564808116
2018-07-06,4205.378973105139,3001.894793828386,2521.775111203063
2018-07-09,4280.609366183944,3028.96327709104,2545.0501706837704
2018-07-10,4288.132405491823,3031.1287557520527,2553.4291920968253
2018-07-11,4246.755689298481,3015.789948569882,2536.050481017897
2018-07-12,4385.931916494268,3067.7614364341784,2557.773869866557
2018-07-13,4393.454955802149,3070.2878282053593,2560.256542877833
2018-07-16,4374.647357532448,3062.8891094469004,2558.7048722457853
2018-07-17,4431.070152341551,3081.6565911756747,2568.2217854556748
2018-07-18,4412.262554071851,3075.7015248578905,2574.014689148651
2018-07-19,4367.124318224568,3060.36271767572,2563.980552394746
2018-07-20,4363.362798570628,3059.640891455382,2561.7047688010766
2018-07-23,4389.693436148209,3069.385545429938,2566.4632254060216
2018-07-24,4427.308632687612,3082.0175042858427,2578.462811627186
2018-07-25,4547.677261613698,3125.1466209510063,2602.2550946519095
2018-07-26,4416.024073725791,3077.867003518903,2594.4967414916737
2018-07-27,4295.655444799705,3036.361995849499,2577.7386986655642
2018-07-30,4171.525296219678,2993.413335739421,2563.3598841419275
2018-07-31,4220.425051720901,3016.3313182351353,2575.256025654289
2018-08-01,4265.563287568183,3027.70008120545,2572.4630185166043
2018-08-02,4382.170396840329,3069.205088874854,2586.221164787422
2018-08-03,4404.739514763971,3078.408373184156,2597.4966380469646
2018-08-06,4461.162309573073,3096.4540286925926,2607.013551256854
2018-08-07,4487.492947150655,3107.8227916629075,2615.392572669909
2018-08-08,4495.015986458535,3111.431922764595,2614.151236164271
2018-08-09,4491.254466804595,3109.6273572137516,2610.9444501913736
2018-08-10,4423.547113033672,3085.807091942616,2593.255404986036
2018-08-13,4416.024073725791,3082.378417396013,2583.324712940934
2018-08-14,4468.685348880954,3101.6872687900395,2599.2551980966186
2018-08-15,4363.362798570628,3063.791392222324,2580.324816385643
2018-08-16,4385.931916494269,3073.896959307048,2601.6344263990904
2018-08-17,4389.693436148209,3074.6187855273856,2610.323781938555
2018-08-20,4382.170396840329,3071.91193720112,2616.3235750491376
2018-08-21,4412.262554071851,3083.100243616351,2621.702699906901
2018-08-22,4446.116230957313,3095.010376251919,2621.1854763628858
2018-08-23,4431.070152341552,3090.6794189298944,2617.35802213717
2018-08-24,4513.823584728237,3119.3720111883085,2633.185062584051
2018-08-27,4604.100056422802,3151.1323648831567,2653.460225509467
2018-08-28,4619.1461350385625,3155.82423531535,2654.391227888696
2018-08-29,4724.468685348887,3192.2764594423916,2669.183821247545
2018-08-30,4705.6610870791865,3186.501849679692,2658.8393503672305
2018-08-31,4716.945646041007,3190.6523504466327,2658.322126823215
2018-09-04,4679.3304495016055,3176.9376522602215,2654.3912278886955
2018-09-05,4558.961820575519,3135.9740142560704,2647.356987690081
2018-09-06,4476.208388188835,3108.0032482179936,2639.0814109858293
2018-09-07,4446.116230957313,3095.9126590273413,2633.2885072928534
2018-09-10,4468.685348880954,3106.379139222234,2638.3572980242075
2018-09-11,4536.392702651878,3130.379861048454,2647.9776559428997
2018-09-12,4510.062065074296,3120.996120184067,2648.391434778112
2018-09-13,4600.338536768862,3154.3805828746745,2663.1840281369614
2018-09-14,4574.00789919128,3145.1772985653715,2664.3219199337964
2018-09-17,4446.116230957313,3099.8827032391964,2650.3568842453715
2018-09-18,4517.585104382177,3125.507534061176,2664.321919933796
2018-09-19,4510.062065074297,3123.1615988450794,2667.3218164890873
2018-09-20,4604.100056422802,3157.628800866193,2688.217647667322
2018-09-21,4558.961820575519,3140.4854281331786,2686.6659770352753
2018-09-24,4581.53093849916,3149.147342777228,2677.8731767870077
2018-09-25,4596.577017114921,3153.4783000992534,2674.3560566877004
2018-09-26,4600.338536768862,3155.6437787602654,2666.080479983449
2018-09-27,4675.568929847665,3182.3513489127513,2674.149167270094
2018-09-28,4679.3304495016055,3181.6295226924144,2673.1147201820627
2018-10-01,4694.3765281173655,3188.125958675451,2683.5626357711803
2018-10-02,4671.8074101937245,3180.9076964720766,2682.735078100755
2018-10-03,4683.0919691555455,3184.3363710186795,2684.0798593151962
2018-10-04,4502.539025766416,3123.3420554001646,2663.5978069721737
2018-10-05,4393.454955802151,3085.0852657222795,2647.7707665252924
2018-10-08,4337.032160993047,3066.3177839935056,2647.667321816489
2018-10-09,4363.362798570629,3076.2428945231454,2644.770869970001
2018-10-10,3983.4493135226685,2940.900478209873,2560.0496534602257
2018-10-11,3881.888282866283,2904.4482540828317,2507.292851970622
2018-10-12,3875.677261613697,2985.2927907606268,2539.2572669907936
2018-10-15,3769.9174960454047,2949.021023188669,2525.1887865935664
2018-10-16,3990.006841388922,3034.918343408826,2578.152477500776
2018-10-17,3993.5566695396237,3036.1815392944163,2579.8075928416265
2018-10-18,3816.0652620045294,2965.8034828115146,2542.670942381298
2018-10-19,3801.865949401722,2962.916177930165,2540.8089376228418
2018-10-22,3840.9140590594425,2978.2549851123354,2530.154132616118
2018-10-23,3816.0652620045294,2967.2471352521898,2516.292541636497
2018-10-24,3461.4374297494105,2831.5438058287486,2439.8469018309734
2018-10-25,3455.899129861811,2929.351258684474,2484.0177924899162
2018-10-26,3456.3599778588587,2854.1008752142943,2439.9503465397765
2018-10-29,3456.3599778588587,2795.272038256792,2425.881866142549
2018-10-30,3456.3599778588587,2841.4689163583885,2464.466742526122
2018-10-31,3456.820825855906,2908.237841739603,2490.2244750181044
2018-11-01,3457.742521850002,2946.494631417488,2514.947760422056
2018-11-02,3350.318481555204,2900.6586664260594,2500.4655011896157
2018-11-05,3345.4045025033824,2893.440404222685,2515.8787628012847
2018-11-06,3345.4045025033824,2915.4561039429773,2530.9816902865437
2018-11-07,3345.4045025033824,3006.767120815665,2585.0832729905883
2018-11-08,3297.201294425591,2987.6387259767225,2580.3248163856438
2018-11-09,3187.1927248247375,2937.291347108185,2555.9118651081017
2018-11-12,3181.668653693628,2848.326265451594,2506.775628426608
2018-11-13,3182.0925370740824,2850.8526572227747,2502.741284783285
2018-11-14,3181.6686536936277,2829.0174140575673,2485.259128995554
2018-11-15,3182.516420454537,2878.4625101506826,2511.637529740356
2018-11-16,3182.940303834992,2868.537399621043,2518.257991103757
2018-11-19,3182.5164204545376,2774.1586213119203,2475.8456604944677
2018-11-20,3183.3641872154467,2725.615807994227,2430.1230992034775
2018-11-21,3184.2119539763567,2746.3683118289287,2438.1917864901225
2018-11-23,3184.2119539763567,2726.518090769649,2422.468190752045
2018-11-26,3184.6358373568105,2789.497428494092,2460.3289541739955
2018-11-27,3184.6358373568105,2798.8811693584785,2468.190752043034
2018-11-28,3184.6358373568105,2888.928990345576,2524.050894796733
2018-11-29,3185.0597207372653,2879.5452494811893,2520.223440571016
2018-11-30,3185.4836041177205,2900.478209870975,2536.2573704355036
2018-12-03,3185.4836041177205,2951.1865018496815,2569.152787834904
2018-12-04,2937.508961684685,2838.040241811786,2487.5349125892226
2018-12-06,2933.1997814281726,2858.2513759812346,2481.8454536050494
2018-12-07,2933.589990259013,2763.6921411170288,2425.5715320161385
2018-12-10,2933.980199089853,2792.565189930527,2429.398986241855
2018-12-11,2933.589990259013,2801.768474239829,2429.7093203682643
2018-12-12,2934.370407920694,2826.491022286387,2442.846798386264
2018-12-13,2934.760616751534,2827.393305061809,2441.3985724630197
2018-12-14,2934.760616751534,2755.932509248401,2397.124237095274
2018-12-17,2935.1508255823746,2696.020932960392,2347.4707768697644
2018-12-18,2935.1508255823746,2712.9838491383225,2346.953553325749
2018-12-19,2934.7606167515337,2646.3953803121926,2309.5065687390106
2018-12-20,2935.541034413215,2607.9581340792233,2273.30092065791
2018-12-21,2936.3214520748957,2527.113597401428,2226.4404675700853
2018-12-24,2936.3214520748957,2464.495172787154,2168.7183200579307
2018-12-26,2936.3214520748957,2618.424614274116,2275.473259542776
2018-12-27,2937.1018697365766,2628.53018135884,2296.782869556224
2018-12-28,2937.4920785674176,2627.086528918165,2292.3347470776885
2018-12-31,2937.8822873982585,2649.282685193542,2314.0581359263488
2019-01-02,2937.4920785674176,2659.929621943519,2315.5063618495924
2019-01-03,2938.272496229098,2572.949562392856,2259.2324402606814
2019-01-04,2938.662705059939,2683.028060994318,2335.4711906485995
2019-01-07,2938.662705059939,2714.96887124425,2353.056791145134
2019-01-08,2938.662705059939,2739.5109627357233,2374.676735284991
2019-01-09,2938.662705059939,2761.8875755661848,2386.676321506156
2019-01-10,2939.052913890779,2769.8276639898963,2396.5035688424546
2019-01-11,2939.833331552461,2759.722096905172,2394.8484535016046
2019-01-14,2939.4431227216205,2735.360461968783,2381.4006413571956
2019-01-15,2940.223540383301,2788.7756022737544,2407.9859315196036
2019-01-16,2940.223540383301,2788.2342326085013,2414.813282300611
2019-01-17,2941.003958044983,2810.2499323287934,2433.640219302783
2019-01-18,2941.003958044983,2838.0402418117856,2465.2943001965455
2019-01-22,2941.3941668758234,2781.1964269602113,2433.1229957587675
2019-01-23,2941.3941668758234,2784.8055580618984,2436.950449984484
2019-01-24,2942.1745845375044,2802.851213570335,2439.226233578153
2019-01-25,2941.784375706664,2836.2356762609415,2459.397951794766
2019-01-28,2942.1745845375044,2801.227104574575,2440.881348919003
2019-01-29,2942.1745845375044,2774.8804475322586,2438.5021206165306
2019-01-30,2942.955002199185,2845.4389605702445,2474.7077686976313
2019-01-31,2942.955002199185,2888.0267075701536,2496.638046963898
2019-02-01,2943.3452110300254,2875.7556618244175,2499.2241646839766
2019-02-04,2943.735419860866,2911.486059731121,2517.016654598117
